# Shallow NN predicting years
4.863368606338037137e-01,4.855895581022711127e-01,4.849544589766847102e-01,4.847031397534198316e-01,4.842878479827896765e-01,4.843352823632346982e-01,4.840422667164811510e-01,4.834612754856863481e-01,4.834553141495340767e-01,4.834485982609996180e-01,4.834094572707647863e-01,4.830907641826882037e-01,4.828952205559565170e-01,4.826991977777718157e-01,4.827236229481237650e-01,4.831850421865092615e-01,4.830370180184967999e-01,4.827261492495226736e-01,4.826330858996273898e-01,4.823685872142152720e-01,4.827983100114158765e-01,4.824151031241339371e-01,4.824767519884400335e-01,4.824748460650333803e-01,4.820613450018687574e-01,4.820297446180876744e-01,4.820769731358296450e-01,4.824485462526027502e-01,4.827581056642032964e-01,4.820154486007655059e-01
6.964942862676738733e-02,7.034669765640132189e-02,7.224481890373814219e-02,6.790625605268255094e-02,7.179934146813868323e-02,7.247724191361611112e-02,7.346503970559752073e-02,7.526631803215184935e-02,7.697075343792368629e-02,6.811931047840402709e-02,7.201239589386015938e-02,7.499515785396088097e-02,7.344567112144102794e-02,7.110207243850474867e-02,7.106333527019174923e-02,7.466589192330040647e-02,7.760991671508812861e-02,7.286461359674607785e-02,7.524694944799535656e-02,7.375556846794499577e-02,6.349021886500097467e-02,7.071470075537478195e-02,7.582800697269029278e-02,7.170249854735619155e-02,7.348440828975401351e-02,7.728065078442765412e-02,7.704822777454968519e-02,6.709277551810963192e-02,7.443346891342242366e-02,7.462715475498740703e-02
4.793087456251504119e-01,4.785715314732991166e-01,4.780055403979713846e-01,4.777772467057814776e-01,4.772895565852833810e-01,4.773330434175055981e-01,4.770925257978643197e-01,4.766320313255179575e-01,4.765792036702985457e-01,4.765541025795308472e-01,4.765351193267671759e-01,4.762577891211146053e-01,4.760888459653634386e-01,4.760140200588464099e-01,4.760934500914183465e-01,4.764175876665891485e-01,4.763580056945809216e-01,4.760677661594782117e-01,4.760597799951951647e-01,4.758132691624376021e-01,4.763249421900220271e-01,4.758871385008635602e-01,4.759890308946000403e-01,4.759943080145150329e-01,4.755887433637331352e-01,4.756572926630316944e-01,4.757978011932515461e-01,4.761930776439324831e-01,4.763804608260643336e-01,4.757206396775459645e-01
7.120968698446243639e-02,7.103285423158621492e-02,7.350635627486711010e-02,6.861542110994900412e-02,7.301251846500544929e-02,7.287665915486883639e-02,7.508491206883538549e-02,7.801774797019721264e-02,7.721337459430900607e-02,7.235047389021273534e-02,7.364005908801742051e-02,7.689205654335097562e-02,7.467949063541183541e-02,7.350204328089451900e-02,7.264160098336262805e-02,7.582890352910731657e-02,7.812341632252568779e-02,7.458244827102854246e-02,7.528977928253345608e-02,7.868194904197621520e-02,6.657537496091349427e-02,7.217579763432280249e-02,7.714005369677495727e-02,7.499002620143838116e-02,7.819458072307343410e-02,7.971706759539803899e-02,7.919303882772824044e-02,6.881166233570189250e-02,7.491239230993174125e-02,7.764036099759551168e-02
9.446624316933327492e-02,9.285582156531002607e-02,9.182972185409900290e-02,9.841808721087931533e-02,9.007109793760144367e-02,8.997403739227771702e-02,8.788832379052667620e-02,8.804784257913947365e-02,9.601028928832322507e-02,9.447059566015525434e-02,8.889244342309117475e-02,9.103234553556703579e-02,9.287453727584304985e-02,9.013181518455858077e-02,9.347844537734907588e-02,9.167455555630682484e-02,9.590844100309614539e-02,9.086151027081659781e-02,9.353850975069114004e-02,9.168239003978406743e-02,1.010811587201264211e-01,8.752162643880247173e-02,8.973421514800017373e-02,8.701869612435726709e-02,8.943846339666425282e-02,9.204081765895127942e-02,9.322338941519928146e-02,8.363224064054261553e-02,9.124039459684375741e-02,8.652969378053977645e-02
1.463500959530021628e-01,1.433282130402375731e-01,1.414912212393727720e-01,1.471032184052829539e-01,1.411703062888572668e-01,1.409873292599086170e-01,1.372743188259106240e-01,1.367057997224387644e-01,1.474765508826614557e-01,1.424956244767627556e-01,1.396238468758841667e-01,1.415482914352572952e-01,1.421456806621806679e-01,1.366830816892199707e-01,1.403107385312182265e-01,1.428752120616178789e-01,1.471026366175092748e-01,1.419697480191228489e-01,1.425616149919705367e-01,1.404715601708798056e-01,1.478365775173862695e-01,1.376214492822745716e-01,1.393438499637073835e-01,1.367950521935873409e-01,1.378898709949701040e-01,1.407999031054573691e-01,1.429227906515981861e-01,1.304001482439920423e-01,1.420482225475829252e-01,1.358487715931273876e-01
# Deep NN predicting years
4.856191457810635770e-01,4.845098198875028017e-01,4.837693722657513962e-01,4.846013994956874793e-01,4.831403537488433986e-01,4.839565589667794709e-01,4.825898920163242956e-01,4.824836166217599254e-01,4.843777505771428848e-01,4.821748562474738042e-01,4.840287948178989552e-01,4.824824261823372762e-01,4.818569136844342848e-01,4.818746409222830485e-01,4.825186812579868589e-01,4.819573718106284765e-01,4.822330527299443226e-01,4.818389857164397938e-01,4.817183284995346093e-01,4.815607964298320720e-01,4.820874996859036976e-01,4.814051821728115299e-01,4.815902415900973343e-01,4.813467533619886773e-01,4.814946938594613091e-01,4.812891144445191061e-01,4.822051536052389675e-01,4.811422508414124888e-01,4.812818100992133363e-01,4.813759193725984931e-01
7.061785783459229027e-02,6.288979275614953179e-02,7.354251404222351962e-02,6.780941313190005926e-02,7.176060429982568378e-02,7.086964942862676586e-02,7.222545031958163553e-02,7.718380786364516244e-02,6.469107108270386042e-02,7.203176447801665216e-02,7.083091226031376642e-02,7.179934146813868323e-02,7.931435212085996556e-02,7.633159016075924397e-02,7.865582025953903045e-02,7.290335076505907730e-02,7.853960875460003210e-02,7.522758086383884990e-02,7.850087158628704653e-02,7.319387952740655234e-02,7.387177997288398024e-02,7.677706759635870293e-02,7.561495254696881663e-02,8.008909548711988513e-02,7.239976757699012611e-02,7.770675963587062030e-02,7.857834592291303155e-02,7.840402866550455485e-02,8.039899283362386684e-02,7.853960875460003210e-02
4.788142897904451023e-01,4.775793681628546228e-01,4.768438272419532886e-01,4.776914221210879496e-01,4.761026257389845973e-01,4.768561867779909647e-01,4.755775706371969114e-01,4.755294434449306440e-01,4.773649676753609628e-01,4.752882924654321384e-01,4.772484189339550320e-01,4.755454791281455984e-01,4.749467414642308816e-01,4.748917197045386951e-01,4.757118990659072177e-01,4.751199365131499874e-01,4.753621400245539030e-01,4.750102709636854215e-01,4.747965212002563384e-01,4.746795727933705855e-01,4.752301315164276230e-01,4.746541137162584856e-01,4.748934109389461589e-01,4.745876323976623290e-01,4.746394500466474264e-01,4.745738030744171554e-01,4.754746536659750222e-01,4.744958968330070803e-01,4.744260551745219101e-01,4.745825325353973390e-01
7.017241193405432398e-02,6.321339615927887290e-02,7.432582512965937860e-02,6.960309672967232575e-02,7.373063196144183373e-02,7.240222981788382861e-02,7.745274575978780551e-02,7.803284344910127457e-02,6.640069870502356142e-02,7.180272365569369264e-02,7.420074830445425040e-02,7.286156367596476058e-02,8.007073310115049580e-02,7.942809699923444877e-02,8.046537204964256118e-02,7.844042137951112714e-02,7.888465975868798330e-02,7.814498129238864332e-02,7.950788738772737729e-02,7.629039388417455103e-02,7.572107867979253892e-02,7.878761739430469035e-02,7.803068695211498595e-02,8.043518109183442344e-02,7.700419438663834437e-02,7.917363035485157352e-02,7.797461803047130158e-02,8.159106347648879820e-02,8.040930312799887680e-02,8.016346247156119764e-02
1.059857630025388270e-01,1.068364573336373774e-01,9.496939110831673081e-02,8.018245641528189138e-02,8.835469318206876088e-02,8.662131371233280919e-02,8.591773357100819519e-02,9.211328663113106663e-02,1.038954792854273473e-01,8.575647378606211790e-02,7.763690215821419938e-02,9.195115634802249194e-02,8.517628675953436979e-02,8.720802947509656566e-02,8.255195241860346922e-02,7.951978968767464684e-02,9.331370359975063589e-02,8.365030347745312789e-02,9.166933256731929491e-02,8.549053659686006723e-02,8.336434483047237831e-02,8.039877520911856146e-02,7.742493585519856503e-02,8.837297364351776041e-02,8.025383726475102120e-02,7.897986320125177651e-02,8.918645417808888920e-02,7.910020957246902129e-02,8.774882645968987149e-02,8.784414600868342693e-02
1.582813509987975320e-01,1.549729539004443823e-01,1.441673912044110495e-01,1.250694130424416239e-01,1.379201381328950815e-01,1.357994888291386704e-01,1.334617018061698690e-01,1.419069371509425193e-01,1.516093305307886774e-01,1.317472012803634906e-01,1.183500675418648895e-01,1.392104644466515273e-01,1.326195072459976643e-01,1.364071138464518496e-01,1.291527847592524036e-01,1.245290023731077250e-01,1.441591140108470226e-01,1.288315031486917117e-01,1.418649386261904011e-01,1.319061269526019542e-01,1.307405996626028188e-01,1.269913386342244321e-01,1.213356574675356347e-01,1.373003851661676045e-01,1.245816837477909111e-01,1.254028003150190751e-01,1.368732243011789307e-01,1.251015603656593367e-01,1.363690966889248013e-01,1.367972776202714402e-01
# Deeper NN predicting years
4.907991397734485228e-01,4.900410392978751251e-01,4.934296454767175821e-01,4.879494607844524490e-01,4.869520727542356875e-01,4.865330420964117941e-01,4.879975858676096623e-01,4.876434088142769796e-01,4.856383571440097691e-01,4.852703461502742011e-01,4.859150761832898291e-01,4.856457776506344359e-01,4.850952809230552054e-01,4.862913205009444240e-01,4.848842670108813868e-01,4.849749923851656153e-01,4.843096124456044427e-01,4.858712333161235852e-01,4.844659285146690197e-01,4.850444116655748816e-01,4.845508450426281311e-01,4.846527070589405350e-01,4.863536742531056056e-01,4.857879667103240373e-01,4.837410059975980059e-01,4.843586083581856161e-01,4.834621115815874726e-01,4.840987482111627771e-01,4.851545475398447715e-01,4.837236934939639910e-01
7.803602556653108091e-02,6.097230292465620483e-02,7.007553747821033963e-02,7.354251404222351962e-02,7.301956226999806177e-02,7.367809413131899687e-02,7.088901801278325865e-02,7.611853573503776782e-02,8.119310478404029308e-02,7.950803796242494892e-02,7.458841758667440758e-02,7.439473174510943809e-02,7.183807863645166880e-02,7.824907999225257094e-02,7.476273484408289816e-02,8.291690877396862280e-02,7.946930079411194947e-02,8.171605655626573705e-02,7.458841758667440758e-02,8.119310478404029308e-02,7.768739105171411363e-02,7.478210342823939094e-02,7.540189812124734048e-02,7.156691845826070042e-02,7.884950610110401381e-02,7.710633352701917742e-02,8.312996319969009895e-02,7.524694944799535656e-02,7.381367422041448800e-02,8.330428045709858953e-02
4.803003632354735375e-01,4.794242905459810689e-01,4.825862624429810843e-01,4.772886716951143526e-01,4.762179168291233999e-01,4.758066656410152029e-01,4.773524350876273137e-01,4.770869862641245462e-01,4.751527284516073313e-01,4.747384360302148165e-01,4.754364762825999957e-01,4.751662133267113841e-01,4.747001415556087456e-01,4.759057909325036251e-01,4.746041143711875465e-01,4.747314456585250420e-01,4.740213334187767802e-01,4.757064919663027691e-01,4.743289982757461498e-01,4.748729396256441970e-01,4.743932739303409751e-01,4.744047421915140728e-01,4.761148496525741125e-01,4.757297488582040157e-01,4.738308054611603537e-01,4.745719475802654408e-01,4.737811040322439937e-01,4.742692541558299335e-01,4.755461568510418457e-01,4.740901442920577580e-01
